,     ,mediaID,groundTruth,labels_detectron,labels_megadetector,labels_openpose,accuracy_detectron,accuracy_megadetector,accuracy_openpose
1000,1000,259eb3ab-a6eb-4f26-b27e-a5954dcaa1c4,1,1,1,0,0.91999054,0.946,0
1001,1001,259eb3ab-a6eb-4f26-b27e-a5954dcaa1c4,1,1,1,0,0.814534307,0.946,0
1002,1002,259eb3ab-a6eb-4f26-b27e-a5954dcaa1c4,1,1,1,0,0.579508424,0.946,0
1003,1003,259ee1d6-c03e-46af-aaa0-93c156af9b24,0,0,0,0,0,0,0
1004,1004,25a82cba-034b-4a46-9063-2041f52e9eaa,1,1,0,1,0.998815894,0,0.857042592
1005,1005,25c411a4-dd75-451f-88ac-8d7d85712053,0,0,0,0,0,0,0
1006,1006,25cabc22-56da-4fdc-84db-557a6130fdc7,1,1,1,1,0.999108493,0.903,0.519846765
1007,1007,25cabc22-56da-4fdc-84db-557a6130fdc7,1,1,1,1,0.999108493,0.903,0.519846765
1008,1008,25cca2d4-1458-428e-b192-6fd766a4041f,1,1,1,1,0.991056323,0.89,0.326425992
1009,1009,25d77acb-d6fd-4dba-b9a2-0e3aee7e7b76,0,0,0,1,0,0,0.245753452
1010,1010,25d8f7ca-7cb0-42d0-93cd-7f319fed6bab,1,1,0,0,0.93936646,0,0
1011,1011,25daba2d-4600-4dea-a50b-dab1abc87302,0,0,0,0,0,0,0
1012,1012,25daba2d-4600-4dea-a50b-dab1abc87302,0,0,0,0,0,0,0
1013,1013,25f81c09-0598-4919-8f14-dff6043ca53f,0,0,0,0,0,0,0
1014,1014,260e548d-e930-41f1-8c43-cf37ebc1b3d1,0,0,0,1,0,0,0.242079016
1015,1015,262ab11d-d17a-451d-a697-e35d6cbb0385,0,0,0,0,0,0,0
1016,1016,26380d34-46aa-4187-b15a-e1924f8c4bb0,1,1,1,1,0.995568335,0.924,0.391367441
1017,1017,263ff005-3508-419c-988b-8d8cec0ef245,0,0,0,1,0,0,0.338028653
1018,1018,26455aca-143b-4da5-86f6-d417eec316c0,0,1,0,1,0.804613769,0,0.201688151
1019,1019,26585293-d229-438c-81a6-e409d5b1f53c,1,1,0,1,0.996357977,0,0.776543682
1020,1020,2663bb9a-f833-45d7-9446-b3c6f4acb957,1,1,1,1,0.987813354,0.959,0.20502053
1021,1021,266e573a-a8bf-4812-9597-27f6cbf3b80c,0,0,0,1,0,0,0.238693291
1022,1022,269b8b64-071e-455c-9f84-d7f0fccfcb8b,1,1,0,1,0.998883545,0,0.182098356
1023,1023,269b8b64-071e-455c-9f84-d7f0fccfcb8b,1,1,0,1,0.621058404,0,0.182098356
1024,1024,26a19d80-7c0e-4644-b333-122240fc8404,0,0,0,0,0,0,0
1025,1025,26bd3e4b-789b-417f-9cc2-39dfbc9194af,0,0,0,0,0,0,0
1026,1026,26bd3e4b-789b-417f-9cc2-39dfbc9194af,0,0,0,0,0,0,0
1027,1027,26c27d24-34f0-4be2-88d0-66347c09697d,1,0,1,0,0,0.922,0
1028,1028,26cc427b-1ff4-40e1-8551-02b4f387d0c6,0,0,0,1,0,0,0.458230734
1029,1029,26cf1875-ba31-48cf-baba-89c5275db843,1,1,1,0,0.963701606,0.893,0
1030,1030,26de867a-0806-4758-8c27-61f2f2a6c6b3,0,0,0,1,0,0,0.299896939
1031,1031,26e0fff4-24ae-4ad8-9035-1640d439f03f,0,0,0,0,0,0,0
1032,1032,271fd78c-cb03-4262-9185-e263c9ec5230,0,0,0,0,0,0,0
1033,1033,27275c25-efa7-4522-8208-28eb1e7f83e1,0,0,0,0,0,0,0
1034,1034,27275c25-efa7-4522-8208-28eb1e7f83e1,0,1,0,0,0.886773348,0,0
1035,1035,275cc127-320e-48f7-baf9-4ca895160eac,0,0,0,0,0,0,0
1036,1036,2760a547-1ad2-4513-9ea3-e9db05b716a6,1,1,1,0,0.899788082,0.53,0
1037,1037,277881cb-86d3-48bd-a8a5-44fb94bf374f,1,1,1,0,0.631264985,0.0884,0
1038,1038,277d7697-4a0a-439d-8176-8ccec0d730d8,0,0,0,1,0,0,0.214357366
1039,1039,277ea094-8e04-4f84-9257-ff8f61cfd464,0,0,0,1,0,0,0.247458547
1040,1040,278656ec-a617-4b9d-993c-97c51c171f37,0,0,0,1,0,0,0.249823515
1041,1041,27a309e3-949c-40f1-b3b3-e14746e39ca4,0,0,0,0,0,0,0
1042,1042,27a58410-865f-496b-b1ca-8f6a52cd869f,1,1,0,0,0.879113197,0,0
1043,1043,27a58410-865f-496b-b1ca-8f6a52cd869f,1,1,0,0,0.795542479,0,0
1044,1044,27a606a0-0ec5-4aee-80e8-9111ca00ddb3,0,0,0,1,0,0,0.223182986
1045,1045,27a606a0-0ec5-4aee-80e8-9111ca00ddb3,0,0,0,1,0,0,0.223182986
1046,1046,27d127b5-bdc6-4c00-92b1-173da5a3fd65,1,1,1,0,0.940003693,0.926,0
1047,1047,27d127b5-bdc6-4c00-92b1-173da5a3fd65,1,1,1,0,0.807868063,0.926,0
1048,1048,27d127b5-bdc6-4c00-92b1-173da5a3fd65,1,1,1,0,0.793231964,0.926,0
1049,1049,27e0d282-b435-4f9d-a10f-94214612db18,0,0,0,0,0,0,0
1050,1050,27e38b79-6bbb-42de-942a-489b498a93b5,0,0,0,0,0,0,0
1051,1051,27e885f5-c25f-4aed-a958-4cae660022df,0,0,0,0,0,0,0
1052,1052,281641cd-980c-4254-8f70-c24d7b5ad3bf,0,0,0,0,0,0,0
1053,1053,281b98df-e544-423b-9691-21576011c8f2,0,0,0,0,0,0,0
1054,1054,281b98df-e544-423b-9691-21576011c8f2,0,0,0,0,0,0,0
1055,1055,282960fd-53d5-49be-96b9-187139355359,0,0,0,0,0,0,0
1056,1056,28395b52-9d9c-491e-bd84-3faa9fb90fe0,1,1,1,1,0.998259723,0.889,0.514358005
1057,1057,28440181-dc4b-443d-b65d-9329394bb771,0,0,0,0,0,0,0
1058,1058,28440181-dc4b-443d-b65d-9329394bb771,0,0,0,0,0,0,0
1059,1059,28440181-dc4b-443d-b65d-9329394bb771,0,0,0,0,0,0,0
1060,1060,284b2011-dc3c-4433-9b53-5ed864bfea29,0,0,0,0,0,0,0
1061,1061,284b2011-dc3c-4433-9b53-5ed864bfea29,0,0,0,0,0,0,0
1062,1062,284fc6d6-163a-46ed-9f4a-4359f47cdcdd,0,0,0,0,0,0,0
1063,1063,28517755-e26c-4da5-8a6e-1abee6812904,0,0,0,1,0,0,0.151887835
1064,1064,285ca3d7-ff1a-4a8c-993c-9b4b2585ca37,0,0,0,1,0,0,0.225689956
1065,1065,28651945-f6f3-46bf-ba21-3ff4835a63cf,1,1,1,0,0.855357051,0.709,0
1066,1066,286819a3-b837-4c4e-b091-80f842c1437e,0,1,0,0,0.535741568,0,0
1067,1067,286babec-64dd-49c9-9ff7-b3c4812c6ad5,0,0,0,0,0,0,0
1068,1068,286babec-64dd-49c9-9ff7-b3c4812c6ad5,0,1,0,0,0.714922011,0,0
1069,1069,286babec-64dd-49c9-9ff7-b3c4812c6ad5,0,1,0,0,0.714922011,0,0
1070,1070,289bb46e-fb1d-493e-b681-ffdfb11925a8,0,0,0,1,0,0,0.236193956
1071,1071,28a0592f-697e-42c8-92ba-dad87168f78a,0,0,0,0,0,0,0
1072,1072,28a6bdcd-5262-48bc-aa09-7af79048dbf5,0,0,0,0,0,0,0
1073,1073,28b52712-1698-4adc-a4c6-ce924fbfd35a,1,1,1,1,0.99971348,0.916,0.472949636
1074,1074,28b6d955-778c-4b82-9be6-48853c2bff2b,1,1,1,0,0.968112648,0.916,0
1075,1075,28ed3de1-22cb-4ccd-a8d3-318d5159a9d0,1,1,1,0,0.993383944,0.959,0
1076,1076,28ed3de1-22cb-4ccd-a8d3-318d5159a9d0,1,1,1,0,0.702753603,0.959,0
1077,1077,28f154e7-5252-4e34-86fe-a6519aa12262,0,0,0,0,0,0,0
1078,1078,28fb50a3-6e5e-4c8d-ba10-6eb4f627aacd,0,0,0,0,0,0,0
1079,1079,28fc355e-ad41-4ad3-b3f4-8024f7fe1267,0,0,0,0,0,0,0
1080,1080,28fc355e-ad41-4ad3-b3f4-8024f7fe1267,0,0,0,0,0,0,0
1081,1081,2901e2a3-e7b9-4f99-819f-3e507287f50a,0,0,0,1,0,0,0.261148229
1082,1082,290c1c21-7697-4a0f-b6b0-bac13ba6d98f,0,0,0,1,0,0,0.325698794
1083,1083,290c1c21-7697-4a0f-b6b0-bac13ba6d98f,0,0,0,1,0,0,0.325698794
1084,1084,290c1c21-7697-4a0f-b6b0-bac13ba6d98f,0,0,0,1,0,0,0.325698794
1085,1085,290c1c21-7697-4a0f-b6b0-bac13ba6d98f,0,0,0,1,0,0,0.325698794
1086,1086,291d8677-3a7d-4fce-909d-b76b240c3c61,0,0,0,0,0,0,0
1087,1087,29341790-e6f3-42b2-96a3-3ac686c6f00c,1,0,0,1,0,0,0.346711107
1088,1088,29341790-e6f3-42b2-96a3-3ac686c6f00c,1,1,0,1,0.938286543,0,0.346711107
1089,1089,29341790-e6f3-42b2-96a3-3ac686c6f00c,1,1,0,1,0.817388415,0,0.346711107
1090,1090,29341790-e6f3-42b2-96a3-3ac686c6f00c,1,1,0,1,0.631588638,0,0.346711107
1091,1091,293b56f4-cdfc-47f6-ac0d-1f3573fe3ba0,0,0,0,0,0,0,0
1092,1092,293f3250-33ef-404e-af2e-9e06ce561654,1,1,1,1,0.998227298,0.913,0.184163251
1093,1093,294a8ea7-bc9b-4d3f-9123-79f1cec2b77c,1,1,1,0,0.986024678,0.766,0
1094,1094,294cff64-9d45-49c1-aa26-1350250378c5,0,0,0,0,0,0,0
1095,1095,294cff64-9d45-49c1-aa26-1350250378c5,0,1,0,0,0.82128495,0,0
1096,1096,294cff64-9d45-49c1-aa26-1350250378c5,0,1,0,0,0.82128495,0,0
1097,1097,294cff64-9d45-49c1-aa26-1350250378c5,0,1,0,0,0.82128495,0,0
1098,1098,294cff64-9d45-49c1-aa26-1350250378c5,0,1,0,0,0.82128495,0,0
1099,1099,295d19cb-a4b3-45b8-9555-c701742f555d,0,0,0,0,0,0,0
1100,1100,295d51af-6f1f-4e74-8e67-758b80fc8604,1,1,0,1,0.890419483,0,0.175604816
1101,1101,295d51af-6f1f-4e74-8e67-758b80fc8604,1,1,0,1,0.889159679,0,0.175604816
1102,1102,295d51af-6f1f-4e74-8e67-758b80fc8604,1,1,0,1,0.889159679,0,0.175604816
1103,1103,295e8c9b-0ed7-47f2-8b65-574d7dd85866,0,0,0,0,0,0,0
1104,1104,296ff485-9757-4f33-9fac-72958e8d09a7,0,0,0,0,0,0,0
1105,1105,2978c004-4beb-4ebf-b7d0-1656728f36de,0,0,0,1,0,0,0.209478512
1106,1106,29a54358-4b83-41c5-9f52-d2bcec964cd8,0,0,0,0,0,0,0
1107,1107,29ad5a54-6082-4466-a565-743fe32a29ed,1,1,0,0,0.995156586,0,0
1108,1108,29ad5a54-6082-4466-a565-743fe32a29ed,1,1,0,0,0.995156586,0,0
1109,1109,29bb2518-0909-44ee-bd83-e3107b5417dc,0,0,0,0,0,0,0
1110,1110,29c33c76-6910-4643-9ad1-3d2d3536266f,1,1,1,0,0.996356785,0.919,0
1111,1111,29e56162-f4b8-4c99-91be-6c5a2be320f0,1,0,0,0,0,0,0
1112,1112,29f85bc0-90f0-4e07-a2fa-fb3bd91e9c42,0,0,0,0,0,0,0
1113,1113,29f85bc0-90f0-4e07-a2fa-fb3bd91e9c42,0,0,0,0,0,0,0
1114,1114,29fdd848-6748-400d-b11c-ac5b4e23357d,0,0,0,1,0,0,0.242035105
1115,1115,29fe9d75-acc4-4419-b105-179c26e40a81,1,1,1,1,0.989023924,0.932,0.54778825
1116,1116,2a214c61-46c8-440a-bd0c-df0a2c2c97a7,1,1,1,1,0.999407649,0.961,0.268129922
1117,1117,2a34d5b4-8cbc-4521-bc2d-980b505442a8,0,1,1,0,0.527105749,0.656,0
1118,1118,2a46cc9f-7470-4f22-8d35-3d59464cd940,1,1,1,1,0.995697021,0.944,0.746394199
1119,1119,2aa080d8-9a7f-45ba-8ab2-1defde40f43b,1,1,1,0,0.910075366,0.707,0
1120,1120,2aa080d8-9a7f-45ba-8ab2-1defde40f43b,1,1,1,0,0.737157702,0.707,0
1121,1121,2aa951ba-fbf4-4775-9030-cb7fd77637b4,0,0,0,1,0,0,0.24554975
1122,1122,2ab20116-ddad-4f5f-8cd6-e82ee6530ca3,0,0,0,0,0,0,0
1123,1123,2ac7c879-6d24-4cb4-b39f-37793033166c,1,1,1,0,0.993062198,0.788,0
1124,1124,2ad8ad7f-4a33-4cf4-bcbe-8edfb23dab21,0,0,0,0,0,0,0
1125,1125,2adbec57-b106-4b11-b6f9-2c85fcbabc7e,0,0,0,0,0,0,0
1126,1126,2af10e4d-d4af-4e01-b15d-94d1c8d49282,1,1,1,0,0.941756666,0.64,0
1127,1127,2afa4053-1948-4c6d-9751-f12f0dafcba4,1,1,1,0,0.905962527,0.614,0
1128,1128,2afa4053-1948-4c6d-9751-f12f0dafcba4,1,1,1,0,0.904438376,0.614,0
1129,1129,2afa4053-1948-4c6d-9751-f12f0dafcba4,1,1,1,0,0.541791022,0.614,0
1130,1130,2afa4053-1948-4c6d-9751-f12f0dafcba4,1,1,1,0,0.538023412,0.614,0
1131,1131,2b0e4c46-2fc1-4742-b922-d93c9ba605ca,0,0,0,0,0,0,0
1132,1132,2b10bf3b-ed0f-4c05-9ce9-67114b6f40ee,0,0,0,0,0,0,0
1133,1133,2b2a455b-2bae-482b-8e2d-8440e5f00496,0,0,0,0,0,0,0
1134,1134,2b2a455b-2bae-482b-8e2d-8440e5f00496,0,0,0,0,0,0,0
1135,1135,2b2a9378-a9ee-4ccd-aaa1-f253946e1554,0,1,0,0,0.669513822,0,0
1136,1136,2b2a9378-a9ee-4ccd-aaa1-f253946e1554,0,1,0,0,0.659346044,0,0
1137,1137,2b2e9aa3-34eb-4c8f-8d1c-64c073df3331,1,1,1,0,0.793488622,0.7,0
1138,1138,2b4719aa-dc3c-4618-993a-8aad2542fd13,0,0,0,0,0,0,0
1139,1139,2b55067a-1cf9-4668-82bc-fd7efc241a11,0,0,0,0,0,0,0
1140,1140,2b569e69-a243-4d98-b78e-4c10a16c8eca,1,1,1,0,0.990341544,0.828,0
1141,1141,2b634d4b-2ff6-4010-9c57-2620c15fe091,0,0,0,0,0,0,0
1142,1142,2b639846-b716-49b8-8f2b-89b229d460af,1,1,1,0,0.996094882,0.912,0
1143,1143,2b639846-b716-49b8-8f2b-89b229d460af,1,1,1,0,0.989841044,0.912,0
1144,1144,2b639846-b716-49b8-8f2b-89b229d460af,1,1,1,0,0.612611592,0.912,0
1145,1145,2b6738aa-886b-4e7b-98a9-41f99ddc46a3,0,0,0,1,0,0,0.281796359
1146,1146,2b6738aa-886b-4e7b-98a9-41f99ddc46a3,0,0,0,1,0,0,0.281796359
1147,1147,2b702c76-6817-4bb7-b1bb-a71d9db7bdf0,0,0,0,0,0,0,0
1148,1148,2b785fa5-0d15-4b99-b0a8-a8a34a584869,1,1,1,1,0.949272931,0.642,0.272205419
1149,1149,2b7a6c25-8ce9-4e59-bbaf-5f665218c382,0,0,0,1,0,0,0.257561164
1150,1150,2b85caf3-413f-486e-ac0e-2acec01a0da2,0,0,0,0,0,0,0
1151,1151,2baa3055-ef07-433c-bce4-ed2bffdd726d,0,1,0,0,0.904560983,0,0
1152,1152,2baa3055-ef07-433c-bce4-ed2bffdd726d,0,1,0,0,0.904560983,0,0
1153,1153,2bd009bc-9f7f-4017-a1e8-c146d0fac5f4,0,0,0,0,0,0,0
1154,1154,2bd009bc-9f7f-4017-a1e8-c146d0fac5f4,0,0,0,0,0,0,0
1155,1155,2bd08076-74ef-48de-ad23-ae470c19df0e,0,0,0,0,0,0,0
1156,1156,2bf8f9ca-0e04-4e08-ba50-aeb01fe81cbe,1,1,0,0,0.557098448,0,0
1157,1157,2c18d4a7-54fa-4e30-bb2b-8c35bf45f428,1,1,0,1,0.998692572,0,0.461333536
1158,1158,2c18d4a7-54fa-4e30-bb2b-8c35bf45f428,1,1,0,1,0.987611353,0,0.461333536
1159,1159,2c18d4a7-54fa-4e30-bb2b-8c35bf45f428,1,1,0,1,0.987611353,0,0.461333536
1160,1160,2c18d4a7-54fa-4e30-bb2b-8c35bf45f428,1,1,0,1,0.559774637,0,0.461333536
1161,1161,2c1b5664-3e9f-4d40-bfe5-0d3e9b7889b9,1,1,1,0,0.989469767,0.961,0
1162,1162,2c1b5664-3e9f-4d40-bfe5-0d3e9b7889b9,1,1,1,0,0.840141773,0.961,0
1163,1163,2c1b5664-3e9f-4d40-bfe5-0d3e9b7889b9,1,1,1,0,0.526310027,0.961,0
1164,1164,2c2ce22b-373c-4f99-b939-8916340e1639,0,1,0,1,0.605812728,0,0.194360682
1165,1165,2c447bc5-2f50-49a1-9546-c2ce5cb62b53,0,0,0,1,0,0,0.242030767
1166,1166,2c59c02d-9ee1-4715-b255-fa75013340dc,0,0,0,1,0,0,0.217026294
1167,1167,2c59c02d-9ee1-4715-b255-fa75013340dc,0,0,0,1,0,0,0.217026294
1168,1168,2c69fd26-8794-4b60-a419-783e6abcc343,0,1,0,0,0.712818146,0,0
1169,1169,2c69fd26-8794-4b60-a419-783e6abcc343,0,1,0,0,0.527414799,0,0
1170,1170,2c70f516-f495-4689-8823-a5e09dcb0605,0,0,0,0,0,0,0
1171,1171,2c73c593-65a1-4835-aac4-f92319d5023f,0,1,0,1,0.992844284,0,0.313496442
1172,1172,2c73c593-65a1-4835-aac4-f92319d5023f,0,1,0,1,0.985601366,0,0.313496442
1173,1173,2c73c593-65a1-4835-aac4-f92319d5023f,0,1,0,1,0.985601366,0,0.313496442
1174,1174,2c73c593-65a1-4835-aac4-f92319d5023f,0,1,0,1,0.798470259,0,0.313496442
1175,1175,2c73c593-65a1-4835-aac4-f92319d5023f,0,1,0,1,0.798470259,0,0.313496442
1176,1176,2c742391-7846-4775-8b4a-33736c808a2a,1,1,1,1,0.898528397,0.706,0.170542873
1177,1177,2c742391-7846-4775-8b4a-33736c808a2a,1,1,1,1,0.566857636,0.706,0.170542873
1178,1178,2c7c020d-00ad-4b7d-a813-476fbfbfe759,0,0,0,0,0,0,0
1179,1179,2c817187-69c0-42b2-bc31-41cdd0a593cc,0,0,0,0,0,0,0
1180,1180,2c834095-ad47-4294-aafd-3adb35bfc6b8,0,0,0,0,0,0,0
1181,1181,2c90efc2-9857-43e1-8a09-6f6c43bb7935,0,0,0,0,0,0,0
1182,1182,2c93279f-6a19-47b7-9aa8-f384804dfa2d,1,1,0,1,0.999456704,0,0.817774608
1183,1183,2c959e7b-ff94-4050-897e-898574f17f4d,0,0,0,0,0,0,0
1184,1184,2c959e7b-ff94-4050-897e-898574f17f4d,0,0,0,0,0,0,0
1185,1185,2ca70156-2750-42a5-8042-ff6db35801b8,1,1,1,0,0.866768658,0.618,0
1186,1186,2ca70156-2750-42a5-8042-ff6db35801b8,1,1,1,0,0.753451765,0.618,0
1187,1187,2cbe44ee-9c85-4853-8981-b4165311c3bf,0,0,0,0,0,0,0
1188,1188,2cc84d25-cf4b-4b29-a0a7-6f0b114bd2b6,0,0,0,0,0,0,0
1189,1189,2d11b1c7-6659-46f9-beb9-7da20375fccf,0,0,0,0,0,0,0
1190,1190,2d11b1c7-6659-46f9-beb9-7da20375fccf,0,1,0,0,0.787264526,0,0
1191,1191,2d135fc3-eea0-495f-9368-54925070548c,1,0,0,1,0,0,0.30381887
1192,1192,2d22e19e-6008-46a9-987d-c7fc75a34b7a,0,0,0,1,0,0,0.250934869
1193,1193,2d3220f6-fc61-4db6-87a2-d433681dd430,0,0,0,0,0,0,0
1194,1194,2d3220f6-fc61-4db6-87a2-d433681dd430,0,0,0,0,0,0,0
1195,1195,2d3d60ea-87e2-4a54-bbee-9d0cc1bb235a,1,1,0,1,0.996935964,0,0.52563228
1196,1196,2d3d60ea-87e2-4a54-bbee-9d0cc1bb235a,1,1,0,1,0.996884286,0,0.52563228
1197,1197,2d42014b-169e-4be4-8da8-d05a2a004992,0,0,0,1,0,0,0.270370561
1198,1198,2d49e87d-de41-4637-a4f0-7796ca18b5a6,0,0,0,1,0,0,0.242298825
1199,1199,2d49e87d-de41-4637-a4f0-7796ca18b5a6,0,1,0,1,0.898056746,0,0.242298825
1200,1200,2d49e87d-de41-4637-a4f0-7796ca18b5a6,0,1,0,1,0.648615181,0,0.242298825
1201,1201,2d49e87d-de41-4637-a4f0-7796ca18b5a6,0,1,0,1,0.579001725,0,0.242298825
1202,1202,2d49e87d-de41-4637-a4f0-7796ca18b5a6,0,1,0,1,0.510034204,0,0.242298825
1203,1203,2d580b75-97ef-446a-a28b-0033ff18d9cb,0,0,0,0,0,0,0
1204,1204,2d66e037-e52c-4ad4-bcd5-e5c45762e435,1,1,1,0,0.92596072,0.789,0
1205,1205,2d6a8359-e9f0-4f68-bd73-11c32e25039d,0,0,1,0,0,0.182,0
1206,1206,2d6a8359-e9f0-4f68-bd73-11c32e25039d,0,0,1,0,0,0.182,0
1207,1207,2d71982d-7f2d-430d-ae9c-9b2d34248837,0,0,0,0,0,0,0
1208,1208,2d71982d-7f2d-430d-ae9c-9b2d34248837,0,0,0,0,0,0,0
1209,1209,2d71982d-7f2d-430d-ae9c-9b2d34248837,0,0,0,0,0,0,0
1210,1210,2d71982d-7f2d-430d-ae9c-9b2d34248837,0,0,0,0,0,0,0
1211,1211,2d75250f-2138-409d-b3d6-bab8d76f6b82,0,0,0,0,0,0,0
1212,1212,2d75250f-2138-409d-b3d6-bab8d76f6b82,0,0,0,0,0,0,0
1213,1213,2d825f24-2db8-4def-b3f3-8e577ab9f11c,0,0,0,0,0,0,0
1214,1214,2d830dbd-e467-4d7a-a8f4-b64d0ede3257,1,1,1,0,0.68444711,0.909,0
1215,1215,2d830dbd-e467-4d7a-a8f4-b64d0ede3257,1,1,1,0,0.68444711,0.909,0
1216,1216,2d94ab3f-af67-48c1-a093-4107bb89f671,0,0,0,0,0,0,0
1217,1217,2d953aa8-d513-4aac-988c-0765b496ab03,0,0,0,0,0,0,0
1218,1218,2d953aa8-d513-4aac-988c-0765b496ab03,0,0,0,0,0,0,0
1219,1219,2d9f5dee-95a7-4613-ac25-80fab291e3b3,0,0,0,0,0,0,0
1220,1220,2dacf965-1cd6-4fc0-954f-3719f8370ead,1,1,1,0,0.929808974,0.942,0
1221,1221,2dc3fa80-b000-4e24-bdae-de1cf94e6ff8,0,1,0,0,0.559581101,0,0
1222,1222,2dc8c9b2-37b8-4d6f-9eda-1c4ca362bb0a,1,1,1,0,0.991351366,0.884,0
1223,1223,2dcbc9ba-0820-4f0d-8df4-ea25573e9e97,0,0,0,0,0,0,0
1224,1224,2dcd2727-fa98-4642-b6d7-c0f14a73fd40,0,0,0,1,0,0,0.217396374
1225,1225,2dcd2727-fa98-4642-b6d7-c0f14a73fd40,0,0,0,1,0,0,0.217396374
1226,1226,2dee9635-8c42-4ead-b430-b912bba79b06,1,1,1,0,0.934316218,0.516,0
1227,1227,2dee9635-8c42-4ead-b430-b912bba79b06,1,1,1,0,0.708460033,0.516,0
1228,1228,2e00d803-4b72-4cd4-b3c2-1d5e43f0074a,1,1,1,0,0.994839132,0.924,0
1229,1229,2e00d803-4b72-4cd4-b3c2-1d5e43f0074a,1,1,1,0,0.994839132,0.924,0
1230,1230,2e0be128-7f87-40ca-b833-d84f4bd44c28,0,0,0,0,0,0,0
1231,1231,2e1a9ff3-8023-4332-b6e6-934219a84bea,1,0,1,0,0,0.902,0
1232,1232,2e1a9ff3-8023-4332-b6e6-934219a84bea,1,1,1,0,0.873263359,0.902,0
1233,1233,2e1a9ff3-8023-4332-b6e6-934219a84bea,1,1,1,0,0.873263359,0.902,0
1234,1234,2e1a9ff3-8023-4332-b6e6-934219a84bea,1,1,1,0,0.799986422,0.902,0
1235,1235,2e1a9ff3-8023-4332-b6e6-934219a84bea,1,1,1,0,0.799986422,0.902,0
1236,1236,2e3af773-282e-4330-9529-7ac9704461b1,1,1,1,1,0.996631205,0.915,0.339552648
1237,1237,2e3af773-282e-4330-9529-7ac9704461b1,1,1,1,1,0.943745553,0.915,0.339552648
1238,1238,2e4c242a-67c3-48e6-af47-d24b348aa70d,0,0,0,0,0,0,0
1239,1239,2e4f1e90-4e89-4b96-84aa-b7486dac9bb3,0,0,0,0,0,0,0
1240,1240,2e76dff5-9e4c-4a96-a1bd-98bf0847b6c0,0,0,0,0,0,0,0
1241,1241,2e76dff5-9e4c-4a96-a1bd-98bf0847b6c0,0,0,0,0,0,0,0
1242,1242,2e80212f-81f4-48ba-910f-9cd1c8522e2f,0,0,0,0,0,0,0
1243,1243,2e92984b-eec8-478f-91e1-37593b8f22bb,0,0,0,0,0,0,0
1244,1244,2eaa99ec-57fd-4a9d-b9ca-adf868c31d49,0,0,0,1,0,0,0.218097493
1245,1245,2ecd7efc-6a16-4ac7-b8f6-9a7032a4eea2,0,0,0,1,0,0,0.195410615
1246,1246,2ecd7efc-6a16-4ac7-b8f6-9a7032a4eea2,0,1,0,1,0.567237377,0,0.195410615
1247,1247,2ecdce95-5b20-4e71-8361-249af8a1201d,1,1,1,0,0.925036073,0.903,0
1248,1248,2ecdce95-5b20-4e71-8361-249af8a1201d,1,1,1,0,0.696695507,0.903,0
1249,1249,2ed1526f-0002-4259-bda3-b9bb5e9785a5,0,0,0,1,0,0,0.232143844
1250,1250,2ed1526f-0002-4259-bda3-b9bb5e9785a5,0,0,0,1,0,0,0.232143844
1251,1251,2ed7728e-2704-485a-97a8-5317c13cdfe7,0,0,1,0,0,0.98,0
1252,1252,2edf4cd1-b46a-41ac-bc17-323c097bd811,0,0,0,0,0,0,0
1253,1253,2efe970f-62f5-44fe-a9ba-20faad4f1110,0,1,0,1,0.984928906,0,0.198870187
1254,1254,2f021520-0269-4269-89fa-c10a8b9b6b6b,1,1,1,0,0.92986542,0.869,0
1255,1255,2f035926-5c94-461b-ab72-5c56074afcc0,0,1,0,1,0.985249102,0,0.315741722
1256,1256,2f0d6758-1d0a-459b-b44c-e3b7b734dac9,0,0,0,0,0,0,0
1257,1257,2f0d6758-1d0a-459b-b44c-e3b7b734dac9,0,0,0,0,0,0,0
1258,1258,2f0f40a3-4cb2-4aa8-9766-76d8a273fddd,0,1,0,0,0.740676165,0,0
1259,1259,2f109d7a-b578-4170-8ed2-1cd6e46fc86d,0,0,0,0,0,0,0
1260,1260,2f1fa626-4418-4478-ba6f-90194db20466,0,0,0,0,0,0,0
1261,1261,2f38158a-5c42-4904-b98d-d505bce099a1,1,1,0,1,0.9994753,0,0.708487927
1262,1262,2f38158a-5c42-4904-b98d-d505bce099a1,1,1,0,1,0.9994753,0,0.708487927
1263,1263,2f38158a-5c42-4904-b98d-d505bce099a1,1,1,0,1,0.9994753,0,0.708487927
1264,1264,2f45e00e-3a05-4b76-bd72-e2ca0043f103,0,1,1,1,0.992543936,0.845,0.425730214
1265,1265,2f45e00e-3a05-4b76-bd72-e2ca0043f103,0,1,1,1,0.989446878,0.845,0.425730214
1266,1266,2f45e00e-3a05-4b76-bd72-e2ca0043f103,0,1,1,1,0.986507297,0.845,0.425730214
1267,1267,2f45e00e-3a05-4b76-bd72-e2ca0043f103,0,1,1,1,0.969588459,0.845,0.425730214
1268,1268,2f45e00e-3a05-4b76-bd72-e2ca0043f103,0,1,1,1,0.947606087,0.845,0.425730214
1269,1269,2f45e00e-3a05-4b76-bd72-e2ca0043f103,0,1,1,1,0.934045732,0.845,0.425730214
1270,1270,2f4a0031-d7d3-4996-8893-d33f27f15848,1,1,0,1,0.999005735,0,0.420859218
1271,1271,2f4a4832-447b-449c-8964-3a85500bf850,0,0,0,0,0,0,0
1272,1272,2f51849d-526c-4162-bda3-6e303c658257,1,0,0,0,0,0,0
