,ground_truth,detectron-all,score,detectron-0.5,detectron-0.6,detectron-0.7,detectron-0.8
772,0,0,0.0,0,0,0,0
773,0,0,0.0,0,0,0,0
774,0,0,0.0,0,0,0,0
775,0,0,0.0,0,0,0,0
776,1,1,0.892,1,1,1,1
777,1,1,0.669,1,1,0,0
778,1,1,0.669,1,1,0,0
779,0,1,0.663,1,1,0,0
780,0,0,0.0,0,0,0,0
781,0,0,0.0,0,0,0,0
782,0,0,0.0,0,0,0,0
783,0,0,0.0,0,0,0,0
784,0,0,0.0,0,0,0,0
785,0,0,0.0,0,0,0,0
786,1,1,0.979,1,1,1,1
787,1,1,0.979,1,1,1,1
788,0,0,0.0,0,0,0,0
789,0,1,0.535,1,0,0,0
790,1,1,0.898,1,1,1,1
791,1,1,0.898,1,1,1,1
792,1,1,0.872,1,1,1,1
793,1,1,0.852,1,1,1,1
794,1,1,0.761,1,1,1,0
795,1,1,0.761,1,1,1,0
796,0,0,0.0,0,0,0,0
797,1,1,0.609,1,1,0,0
798,0,0,0.0,0,0,0,0
799,0,1,0.942,1,1,1,1
800,1,0,0.0,0,0,0,0
801,1,1,0.874,1,1,1,1
802,0,1,0.988,1,1,1,1
803,0,0,0.0,0,0,0,0
804,0,0,0.0,0,0,0,0
805,0,0,0.0,0,0,0,0
806,0,0,0.0,0,0,0,0
807,0,0,0.0,0,0,0,0
808,0,0,0.0,0,0,0,0
809,0,0,0.0,0,0,0,0
810,0,0,0.0,0,0,0,0
811,0,1,0.537,1,0,0,0
812,0,0,0.0,0,0,0,0
813,1,1,0.987,1,1,1,1
814,0,0,0.0,0,0,0,0
815,0,0,0.0,0,0,0,0
816,0,0,0.0,0,0,0,0
817,0,0,0.0,0,0,0,0
818,0,0,0.0,0,0,0,0
819,0,0,0.0,0,0,0,0
820,0,0,0.0,0,0,0,0
821,0,0,0.0,0,0,0,0
822,0,0,0.0,0,0,0,0
823,0,0,0.0,0,0,0,0
824,1,1,0.994,1,1,1,1
825,1,1,0.986,1,1,1,1
826,0,0,0.0,0,0,0,0
827,1,1,0.991,1,1,1,1
828,0,0,0.0,0,0,0,0
829,0,1,0.736,1,1,1,0
830,0,0,0.0,0,0,0,0
831,0,0,0.0,0,0,0,0
832,0,1,0.585,1,0,0,0
833,0,0,0.0,0,0,0,0
834,0,0,0.0,0,0,0,0
835,0,0,0.0,0,0,0,0
836,0,0,0.0,0,0,0,0
837,0,0,0.0,0,0,0,0
838,1,1,0.983,1,1,1,1
839,0,0,0.0,0,0,0,0
840,0,0,0.0,0,0,0,0
841,0,0,0.0,0,0,0,0
842,0,0,0.0,0,0,0,0
843,0,0,0.0,0,0,0,0
844,1,1,0.999,1,1,1,1
845,0,0,0.0,0,0,0,0
846,1,1,0.991,1,1,1,1
847,1,1,0.987,1,1,1,1
848,1,1,0.66,1,1,0,0
849,0,0,0.0,0,0,0,0
850,0,1,0.648,1,1,0,0
851,0,0,0.0,0,0,0,0
852,0,0,0.0,0,0,0,0
853,0,0,0.0,0,0,0,0
854,0,0,0.0,0,0,0,0
855,0,0,0.0,0,0,0,0
856,0,0,0.0,0,0,0,0
857,0,0,0.0,0,0,0,0
858,0,0,0.0,0,0,0,0
859,0,1,0.564,1,0,0,0
860,1,1,0.997,1,1,1,1
861,0,0,0.0,0,0,0,0
862,0,0,0.0,0,0,0,0
863,0,0,0.0,0,0,0,0
864,0,0,0.0,0,0,0,0
865,0,0,0.0,0,0,0,0
866,0,0,0.0,0,0,0,0
867,0,1,0.65,1,1,0,0
868,0,0,0.0,0,0,0,0
869,0,0,0.0,0,0,0,0
870,0,0,0.0,0,0,0,0
871,0,0,0.0,0,0,0,0
872,0,0,0.0,0,0,0,0
873,0,0,0.0,0,0,0,0
874,0,0,0.0,0,0,0,0
875,1,0,0.0,0,0,0,0
876,0,0,0.0,0,0,0,0
877,0,0,0.0,0,0,0,0
878,0,0,0.0,0,0,0,0
879,0,0,0.0,0,0,0,0
880,0,0,0.0,0,0,0,0
881,0,0,0.0,0,0,0,0
882,1,1,0.899,1,1,1,1
883,0,0,0.0,0,0,0,0
884,0,0,0.0,0,0,0,0
885,0,0,0.0,0,0,0,0
886,0,0,0.0,0,0,0,0
887,1,1,0.903,1,1,1,1
888,1,1,0.903,1,1,1,1
889,0,0,0.0,0,0,0,0
890,0,0,0.0,0,0,0,0
891,0,0,0.0,0,0,0,0
892,0,0,0.0,0,0,0,0
893,0,0,0.0,0,0,0,0
894,0,0,0.0,0,0,0,0
895,0,0,0.0,0,0,0,0
896,0,0,0.0,0,0,0,0
897,0,0,0.0,0,0,0,0
898,1,0,0.0,0,0,0,0
899,1,1,0.966,1,1,1,1
900,0,0,0.0,0,0,0,0
901,0,0,0.0,0,0,0,0
902,1,1,0.883,1,1,1,1
903,1,1,0.724,1,1,1,0
904,1,1,0.724,1,1,1,0
905,1,1,0.524,1,0,0,0
906,0,0,0.0,0,0,0,0
907,1,1,0.604,1,1,0,0
908,0,0,0.0,0,0,0,0
909,0,0,0.0,0,0,0,0
910,0,0,0.0,0,0,0,0
911,1,1,0.854,1,1,1,1
912,0,0,0.0,0,0,0,0
913,0,0,0.0,0,0,0,0
914,0,0,0.0,0,0,0,0
915,0,0,0.0,0,0,0,0
916,0,0,0.0,0,0,0,0
917,1,1,0.999,1,1,1,1
918,0,0,0.0,0,0,0,0
919,0,0,0.0,0,0,0,0
920,0,0,0.0,0,0,0,0
921,0,0,0.0,0,0,0,0
922,0,0,0.0,0,0,0,0
923,0,0,0.0,0,0,0,0
924,0,0,0.0,0,0,0,0
925,0,1,0.958,1,1,1,1
926,0,0,0.0,0,0,0,0
927,0,0,0.0,0,0,0,0
928,1,1,0.806,1,1,1,1
929,0,0,0.0,0,0,0,0
930,1,1,0.952,1,1,1,1
931,1,1,0.952,1,1,1,1
932,1,1,0.998,1,1,1,1
933,0,0,0.0,0,0,0,0
934,0,0,0.0,0,0,0,0
935,1,1,0.895,1,1,1,1
936,1,1,0.895,1,1,1,1
937,0,0,0.0,0,0,0,0
938,0,0,0.0,0,0,0,0
939,0,0,0.0,0,0,0,0
940,1,1,0.972,1,1,1,1
941,1,1,1.0,1,1,1,1
942,0,0,0.0,0,0,0,0
943,0,0,0.0,0,0,0,0
944,0,0,0.0,0,0,0,0
945,0,1,0.67,1,1,0,0
946,0,0,0.0,0,0,0,0
947,0,0,0.0,0,0,0,0
948,0,0,0.0,0,0,0,0
949,1,1,0.965,1,1,1,1
950,1,1,0.965,1,1,1,1
951,1,1,0.965,1,1,1,1
952,0,0,0.0,0,0,0,0
953,0,0,0.0,0,0,0,0
954,0,0,0.0,0,0,0,0
955,0,0,0.0,0,0,0,0
956,0,0,0.0,0,0,0,0
957,1,1,0.976,1,1,1,1
958,0,0,0.0,0,0,0,0
959,0,0,0.0,0,0,0,0
960,0,0,0.0,0,0,0,0
961,0,1,0.553,1,0,0,0
962,0,0,0.0,0,0,0,0
963,0,0,0.0,0,0,0,0
964,1,1,0.953,1,1,1,1
965,1,1,0.869,1,1,1,1
966,1,1,0.791,1,1,1,0
967,1,1,0.523,1,0,0,0
968,0,0,0.0,0,0,0,0
969,0,0,0.0,0,0,0,0
970,0,0,0.0,0,0,0,0
971,0,0,0.0,0,0,0,0
972,0,0,0.0,0,0,0,0
973,0,1,0.736,1,1,1,0
974,0,0,0.0,0,0,0,0
975,0,0,0.0,0,0,0,0
976,0,0,0.0,0,0,0,0
977,0,0,0.0,0,0,0,0
978,0,0,0.0,0,0,0,0
979,0,0,0.0,0,0,0,0
980,0,0,0.0,0,0,0,0
981,0,0,0.0,0,0,0,0
982,0,0,0.0,0,0,0,0
983,1,1,0.951,1,1,1,1
984,1,1,0.873,1,1,1,1
985,1,1,0.848,1,1,1,1
986,1,1,0.523,1,0,0,0
987,1,1,0.86,1,1,1,1
988,0,0,0.0,0,0,0,0
989,1,1,0.969,1,1,1,1
990,0,0,0.0,0,0,0,0
991,1,1,0.904,1,1,1,1
992,0,0,0.0,0,0,0,0
993,0,1,0.643,1,1,0,0
994,0,0,0.0,0,0,0,0
995,1,1,0.633,1,1,0,0
996,1,1,0.589,1,0,0,0
997,1,1,0.589,1,0,0,0
998,0,1,0.729,1,1,1,0
999,1,1,0.793,1,1,1,0
1000,1,1,0.92,1,1,1,1
1001,1,1,0.815,1,1,1,1
1002,1,1,0.58,1,0,0,0
1003,0,0,0.0,0,0,0,0
1004,1,1,0.999,1,1,1,1
1005,0,0,0.0,0,0,0,0
1006,1,1,0.999,1,1,1,1
1007,1,1,0.999,1,1,1,1
1008,1,1,0.991,1,1,1,1
1009,0,0,0.0,0,0,0,0
1010,1,1,0.939,1,1,1,1
1011,0,0,0.0,0,0,0,0
1012,0,0,0.0,0,0,0,0
1013,0,0,0.0,0,0,0,0
1014,0,0,0.0,0,0,0,0
1015,0,0,0.0,0,0,0,0
1016,1,1,0.996,1,1,1,1
1017,0,0,0.0,0,0,0,0
1018,0,1,0.805,1,1,1,1
1019,1,1,0.996,1,1,1,1
1020,1,1,0.988,1,1,1,1
1021,0,0,0.0,0,0,0,0
1022,1,1,0.999,1,1,1,1
1023,1,1,0.621,1,1,0,0
1024,0,0,0.0,0,0,0,0
1025,0,0,0.0,0,0,0,0
1026,0,0,0.0,0,0,0,0
1027,1,0,0.0,0,0,0,0
1028,0,0,0.0,0,0,0,0
1029,1,1,0.964,1,1,1,1
1030,0,0,0.0,0,0,0,0
1031,0,0,0.0,0,0,0,0
1032,0,0,0.0,0,0,0,0
1033,0,0,0.0,0,0,0,0
1034,0,1,0.887,1,1,1,1
1035,0,0,0.0,0,0,0,0
1036,1,1,0.9,1,1,1,1
1037,1,1,0.631,1,1,0,0
1038,0,0,0.0,0,0,0,0
1039,0,0,0.0,0,0,0,0
1040,0,0,0.0,0,0,0,0
1041,0,0,0.0,0,0,0,0
1042,1,1,0.879,1,1,1,1
1043,1,1,0.796,1,1,1,0
1044,0,0,0.0,0,0,0,0
1045,0,0,0.0,0,0,0,0
1046,1,1,0.94,1,1,1,1
1047,1,1,0.808,1,1,1,1
1048,1,1,0.793,1,1,1,0
1049,0,0,0.0,0,0,0,0
1050,0,0,0.0,0,0,0,0
1051,0,0,0.0,0,0,0,0
1052,0,0,0.0,0,0,0,0
1053,0,0,0.0,0,0,0,0
1054,0,0,0.0,0,0,0,0
1055,0,0,0.0,0,0,0,0
1056,1,1,0.998,1,1,1,1
1057,0,0,0.0,0,0,0,0
1058,0,0,0.0,0,0,0,0
1059,0,0,0.0,0,0,0,0
1060,0,0,0.0,0,0,0,0
1061,0,0,0.0,0,0,0,0
1062,0,0,0.0,0,0,0,0
1063,0,0,0.0,0,0,0,0
1064,0,0,0.0,0,0,0,0
1065,1,1,0.855,1,1,1,1
1066,0,1,0.536,1,0,0,0
1067,0,0,0.0,0,0,0,0
1068,0,1,0.715,1,1,1,0
1069,0,1,0.715,1,1,1,0
1070,0,0,0.0,0,0,0,0
1071,0,0,0.0,0,0,0,0
1072,0,0,0.0,0,0,0,0
1073,1,1,1.0,1,1,1,1
1074,1,1,0.968,1,1,1,1
1075,1,1,0.993,1,1,1,1
1076,1,1,0.703,1,1,1,0
1077,0,0,0.0,0,0,0,0
1078,0,0,0.0,0,0,0,0
1079,0,0,0.0,0,0,0,0
1080,0,0,0.0,0,0,0,0
1081,0,0,0.0,0,0,0,0
1082,0,0,0.0,0,0,0,0
1083,0,0,0.0,0,0,0,0
1084,0,0,0.0,0,0,0,0
1085,0,0,0.0,0,0,0,0
1086,0,0,0.0,0,0,0,0
1087,1,0,0.0,0,0,0,0
1088,1,1,0.938,1,1,1,1
1089,1,1,0.817,1,1,1,1
1090,1,1,0.632,1,1,0,0
1091,0,0,0.0,0,0,0,0
1092,1,1,0.998,1,1,1,1
1093,1,1,0.986,1,1,1,1
1094,0,0,0.0,0,0,0,0
1095,0,1,0.821,1,1,1,1
1096,0,1,0.821,1,1,1,1
1097,0,1,0.821,1,1,1,1
1098,0,1,0.821,1,1,1,1
1099,0,0,0.0,0,0,0,0
1100,1,1,0.89,1,1,1,1
1101,1,1,0.889,1,1,1,1
1102,1,1,0.889,1,1,1,1
1103,0,0,0.0,0,0,0,0
1104,0,0,0.0,0,0,0,0
1105,0,0,0.0,0,0,0,0
1106,0,0,0.0,0,0,0,0
1107,1,1,0.995,1,1,1,1
1108,1,1,0.995,1,1,1,1
1109,0,0,0.0,0,0,0,0
1110,1,1,0.996,1,1,1,1
1111,1,0,0.0,0,0,0,0
1112,0,0,0.0,0,0,0,0
1113,0,0,0.0,0,0,0,0
1114,0,0,0.0,0,0,0,0
1115,1,1,0.989,1,1,1,1
1116,1,1,0.999,1,1,1,1
1117,0,1,0.527,1,0,0,0
1118,1,1,0.996,1,1,1,1
1119,1,1,0.91,1,1,1,1
1120,1,1,0.737,1,1,1,0
1121,0,0,0.0,0,0,0,0
1122,0,0,0.0,0,0,0,0
1123,1,1,0.993,1,1,1,1
1124,0,0,0.0,0,0,0,0
1125,0,0,0.0,0,0,0,0
1126,1,1,0.942,1,1,1,1
1127,1,1,0.906,1,1,1,1
1128,1,1,0.904,1,1,1,1
1129,1,1,0.542,1,0,0,0
1130,1,1,0.538,1,0,0,0
1131,0,0,0.0,0,0,0,0
1132,0,0,0.0,0,0,0,0
1133,0,0,0.0,0,0,0,0
1134,0,0,0.0,0,0,0,0
1135,0,1,0.67,1,1,0,0
1136,0,1,0.659,1,1,0,0
1137,1,1,0.793,1,1,1,0
1138,0,0,0.0,0,0,0,0
1139,0,0,0.0,0,0,0,0
1140,1,1,0.99,1,1,1,1
1141,0,0,0.0,0,0,0,0
1142,1,1,0.996,1,1,1,1
1143,1,1,0.99,1,1,1,1
1144,1,1,0.613,1,1,0,0
1145,0,0,0.0,0,0,0,0
1146,0,0,0.0,0,0,0,0
1147,0,0,0.0,0,0,0,0
1148,1,1,0.949,1,1,1,1
1149,0,0,0.0,0,0,0,0
1150,0,0,0.0,0,0,0,0
1151,0,1,0.905,1,1,1,1
1152,0,1,0.905,1,1,1,1
1153,0,0,0.0,0,0,0,0
1154,0,0,0.0,0,0,0,0
1155,0,0,0.0,0,0,0,0
1156,1,1,0.557,1,0,0,0
1157,1,1,0.999,1,1,1,1
1158,1,1,0.988,1,1,1,1
1159,1,1,0.988,1,1,1,1
1160,1,1,0.56,1,0,0,0
1161,1,1,0.989,1,1,1,1
1162,1,1,0.84,1,1,1,1
1163,1,1,0.526,1,0,0,0
1164,0,1,0.606,1,1,0,0
1165,0,0,0.0,0,0,0,0
1166,0,0,0.0,0,0,0,0
1167,0,0,0.0,0,0,0,0
1168,0,1,0.713,1,1,1,0
1169,0,1,0.527,1,0,0,0
1170,0,0,0.0,0,0,0,0
1171,0,1,0.993,1,1,1,1
1172,0,1,0.986,1,1,1,1
1173,0,1,0.986,1,1,1,1
1174,0,1,0.798,1,1,1,0
1175,0,1,0.798,1,1,1,0
1176,1,1,0.899,1,1,1,1
1177,1,1,0.567,1,0,0,0
1178,0,0,0.0,0,0,0,0
1179,0,0,0.0,0,0,0,0
1180,0,0,0.0,0,0,0,0
1181,0,0,0.0,0,0,0,0
1182,1,1,0.999,1,1,1,1
1183,0,0,0.0,0,0,0,0
1184,0,0,0.0,0,0,0,0
1185,1,1,0.867,1,1,1,1
1186,1,1,0.753,1,1,1,0
1187,0,0,0.0,0,0,0,0
1188,0,0,0.0,0,0,0,0
1189,0,0,0.0,0,0,0,0
1190,0,1,0.787,1,1,1,0
1191,1,0,0.0,0,0,0,0
1192,0,0,0.0,0,0,0,0
1193,0,0,0.0,0,0,0,0
1194,0,0,0.0,0,0,0,0
1195,1,1,0.997,1,1,1,1
1196,1,1,0.997,1,1,1,1
1197,0,0,0.0,0,0,0,0
1198,0,0,0.0,0,0,0,0
1199,0,1,0.898,1,1,1,1
1200,0,1,0.649,1,1,0,0
1201,0,1,0.579,1,0,0,0
1202,0,1,0.51,1,0,0,0
1203,0,0,0.0,0,0,0,0
1204,1,1,0.926,1,1,1,1
1205,0,0,0.0,0,0,0,0
1206,0,0,0.0,0,0,0,0
1207,0,0,0.0,0,0,0,0
1208,0,0,0.0,0,0,0,0
1209,0,0,0.0,0,0,0,0
1210,0,0,0.0,0,0,0,0
1211,0,0,0.0,0,0,0,0
1212,0,0,0.0,0,0,0,0
1213,0,0,0.0,0,0,0,0
1214,1,1,0.684,1,1,0,0
1215,1,1,0.684,1,1,0,0
1216,0,0,0.0,0,0,0,0
1217,0,0,0.0,0,0,0,0
1218,0,0,0.0,0,0,0,0
1219,0,0,0.0,0,0,0,0
1220,1,1,0.93,1,1,1,1
1221,0,1,0.56,1,0,0,0
1222,1,1,0.991,1,1,1,1
1223,0,0,0.0,0,0,0,0
1224,0,0,0.0,0,0,0,0
1225,0,0,0.0,0,0,0,0
1226,1,1,0.934,1,1,1,1
1227,1,1,0.708,1,1,1,0
1228,1,1,0.995,1,1,1,1
1229,1,1,0.995,1,1,1,1
1230,0,0,0.0,0,0,0,0
1231,1,0,0.0,0,0,0,0
1232,1,1,0.873,1,1,1,1
1233,1,1,0.873,1,1,1,1
1234,1,1,0.8,1,1,1,0
1235,1,1,0.8,1,1,1,0
1236,1,1,0.997,1,1,1,1
1237,1,1,0.944,1,1,1,1
1238,0,0,0.0,0,0,0,0
1239,0,0,0.0,0,0,0,0
1240,0,0,0.0,0,0,0,0
1241,0,0,0.0,0,0,0,0
1242,0,0,0.0,0,0,0,0
1243,0,0,0.0,0,0,0,0
1244,0,0,0.0,0,0,0,0
1245,0,0,0.0,0,0,0,0
1246,0,1,0.567,1,0,0,0
1247,1,1,0.925,1,1,1,1
1248,1,1,0.697,1,1,0,0
1249,0,0,0.0,0,0,0,0
1250,0,0,0.0,0,0,0,0
1251,0,0,0.0,0,0,0,0
1252,0,0,0.0,0,0,0,0
1253,0,1,0.985,1,1,1,1
1254,1,1,0.93,1,1,1,1
1255,0,1,0.985,1,1,1,1
1256,0,0,0.0,0,0,0,0
1257,0,0,0.0,0,0,0,0
1258,0,1,0.741,1,1,1,0
1259,0,0,0.0,0,0,0,0
1260,0,0,0.0,0,0,0,0
1261,1,1,0.999,1,1,1,1
1262,1,1,0.999,1,1,1,1
1263,1,1,0.999,1,1,1,1
1264,0,1,0.993,1,1,1,1
1265,0,1,0.989,1,1,1,1
1266,0,1,0.987,1,1,1,1
1267,0,1,0.97,1,1,1,1
1268,0,1,0.948,1,1,1,1
1269,0,1,0.934,1,1,1,1
1270,1,1,0.999,1,1,1,1
1271,0,0,0.0,0,0,0,0
1272,1,0,0.0,0,0,0,0
1273,1,1,0.972,1,1,1,1
1274,1,1,0.886,1,1,1,1
1275,0,0,0.0,0,0,0,0
1276,0,0,0.0,0,0,0,0
1277,0,0,0.0,0,0,0,0
1278,1,1,0.961,1,1,1,1
1279,1,1,0.961,1,1,1,1
1280,1,1,0.997,1,1,1,1
1281,1,1,0.997,1,1,1,1
1282,0,1,0.861,1,1,1,1
1283,1,1,0.994,1,1,1,1
1284,0,0,0.0,0,0,0,0
1285,0,0,0.0,0,0,0,0
1286,0,0,0.0,0,0,0,0
1287,0,0,0.0,0,0,0,0
1288,0,1,0.807,1,1,1,1
1289,0,1,0.807,1,1,1,1
1290,0,0,0.0,0,0,0,0
1291,0,0,0.0,0,0,0,0
1292,0,1,0.593,1,0,0,0
1293,0,0,0.0,0,0,0,0
1294,0,0,0.0,0,0,0,0
1295,1,1,0.597,1,0,0,0
1296,0,0,0.0,0,0,0,0
1297,0,1,0.967,1,1,1,1
1298,0,1,0.967,1,1,1,1
1299,0,1,0.963,1,1,1,1
1300,0,1,0.963,1,1,1,1
1301,0,1,0.963,1,1,1,1
1302,0,1,0.778,1,1,1,0
1303,0,1,0.778,1,1,1,0
1304,0,0,0.0,0,0,0,0
1305,0,0,0.0,0,0,0,0
1306,1,1,0.918,1,1,1,1
1307,1,1,0.918,1,1,1,1
1308,1,1,0.586,1,0,0,0
1309,0,0,0.0,0,0,0,0
1310,0,0,0.0,0,0,0,0
1311,0,0,0.0,0,0,0,0
1312,0,0,0.0,0,0,0,0
1313,0,0,0.0,0,0,0,0
1314,0,0,0.0,0,0,0,0
1315,0,0,0.0,0,0,0,0
1316,0,0,0.0,0,0,0,0
1317,0,0,0.0,0,0,0,0
1318,1,0,0.0,0,0,0,0
1319,1,0,0.0,0,0,0,0
1320,1,0,0.0,0,0,0,0
1321,0,0,0.0,0,0,0,0
1322,1,1,0.695,1,1,0,0
1323,0,0,0.0,0,0,0,0
1324,0,0,0.0,0,0,0,0
1325,0,0,0.0,0,0,0,0
1326,0,0,0.0,0,0,0,0
1327,1,1,0.998,1,1,1,1
1328,1,1,0.868,1,1,1,1
1329,0,0,0.0,0,0,0,0
1330,0,0,0.0,0,0,0,0
1331,0,0,0.0,0,0,0,0
1332,0,0,0.0,0,0,0,0
1333,0,0,0.0,0,0,0,0
1334,0,0,0.0,0,0,0,0
1335,0,0,0.0,0,0,0,0
1336,1,1,0.957,1,1,1,1
1337,1,1,0.957,1,1,1,1
1338,1,1,0.523,1,0,0,0
1339,1,1,0.982,1,1,1,1
1340,1,1,0.816,1,1,1,1
1341,1,1,0.777,1,1,1,0
1342,1,1,0.777,1,1,1,0
1343,0,0,0.0,0,0,0,0
1344,0,0,0.0,0,0,0,0
1345,1,1,0.962,1,1,1,1
1346,1,1,0.961,1,1,1,1
1347,1,1,0.616,1,1,0,0
1348,1,1,0.593,1,0,0,0
1349,1,1,0.539,1,0,0,0
1350,0,0,0.0,0,0,0,0
1351,0,1,0.54,1,0,0,0
1352,0,0,0.0,0,0,0,0
1353,0,0,0.0,0,0,0,0
1354,0,0,0.0,0,0,0,0
1355,0,0,0.0,0,0,0,0
1356,0,0,0.0,0,0,0,0
1357,0,0,0.0,0,0,0,0
1358,0,0,0.0,0,0,0,0
1359,0,0,0.0,0,0,0,0
1360,0,0,0.0,0,0,0,0
1361,0,0,0.0,0,0,0,0
1362,0,0,0.0,0,0,0,0
1363,0,0,0.0,0,0,0,0
1364,0,0,0.0,0,0,0,0
1365,0,0,0.0,0,0,0,0
1366,0,0,0.0,0,0,0,0
1367,0,0,0.0,0,0,0,0
1368,0,1,0.501,1,0,0,0
1369,0,0,0.0,0,0,0,0
1370,0,0,0.0,0,0,0,0
1371,0,0,0.0,0,0,0,0
1372,0,0,0.0,0,0,0,0
1373,0,0,0.0,0,0,0,0
1374,0,0,0.0,0,0,0,0
1375,1,1,0.942,1,1,1,1
1376,1,1,0.882,1,1,1,1
1377,1,1,0.827,1,1,1,1
1378,1,1,0.815,1,1,1,1
1379,1,1,0.775,1,1,1,0
1380,1,1,0.768,1,1,1,0
1381,1,1,0.768,1,1,1,0
1382,1,1,0.741,1,1,1,0
1383,1,1,0.685,1,1,0,0
1384,1,1,0.584,1,0,0,0
1385,0,0,0.0,0,0,0,0
1386,0,0,0.0,0,0,0,0
1387,0,0,0.0,0,0,0,0
1388,0,0,0.0,0,0,0,0
1389,0,0,0.0,0,0,0,0
1390,0,0,0.0,0,0,0,0
1391,0,0,0.0,0,0,0,0
1392,1,1,0.945,1,1,1,1
1393,0,0,0.0,0,0,0,0
1394,0,0,0.0,0,0,0,0
1395,0,0,0.0,0,0,0,0
1396,0,0,0.0,0,0,0,0
1397,0,0,0.0,0,0,0,0
1398,0,0,0.0,0,0,0,0
1399,0,0,0.0,0,0,0,0
1400,0,0,0.0,0,0,0,0
1401,0,0,0.0,0,0,0,0
1402,1,1,0.904,1,1,1,1
1403,1,1,0.904,1,1,1,1
1404,0,0,0.0,0,0,0,0
1405,0,0,0.0,0,0,0,0
1406,1,0,0.0,0,0,0,0
1407,1,1,0.552,1,0,0,0
1408,1,1,0.893,1,1,1,1
1409,1,1,0.893,1,1,1,1
1410,1,1,0.893,1,1,1,1
1411,0,0,0.0,0,0,0,0
1412,0,0,0.0,0,0,0,0
1413,0,0,0.0,0,0,0,0
1414,0,0,0.0,0,0,0,0
1415,0,0,0.0,0,0,0,0
1416,0,1,0.587,1,0,0,0
1417,1,1,0.99,1,1,1,1
1418,1,1,0.886,1,1,1,1
1419,1,1,0.886,1,1,1,1
1420,0,1,0.59,1,0,0,0
1421,0,1,0.59,1,0,0,0
1422,0,1,0.59,1,0,0,0
1423,0,0,0.0,0,0,0,0
1424,0,0,0.0,0,0,0,0
1425,0,0,0.0,0,0,0,0
1426,0,1,0.644,1,1,0,0
1427,0,1,0.644,1,1,0,0
1428,0,0,0.0,0,0,0,0
1429,0,0,0.0,0,0,0,0
1430,0,0,0.0,0,0,0,0
1431,0,0,0.0,0,0,0,0
1432,1,1,0.987,1,1,1,1
1433,0,0,0.0,0,0,0,0
1434,0,0,0.0,0,0,0,0
1435,1,1,0.928,1,1,1,1
1436,1,1,0.64,1,1,0,0
1437,1,1,0.64,1,1,0,0
1438,1,1,0.998,1,1,1,1
1439,1,1,0.998,1,1,1,1
1440,0,0,0.0,0,0,0,0
1441,1,1,0.839,1,1,1,1
1442,1,1,0.964,1,1,1,1
1443,1,1,0.964,1,1,1,1
1444,1,1,0.514,1,0,0,0
1445,0,0,0.0,0,0,0,0
1446,0,0,0.0,0,0,0,0
1447,0,0,0.0,0,0,0,0
1448,0,1,0.855,1,1,1,1
1449,0,1,0.683,1,1,0,0
1450,0,1,0.532,1,0,0,0
1451,0,0,0.0,0,0,0,0
1452,0,0,0.0,0,0,0,0
1453,0,0,0.0,0,0,0,0
1454,0,0,0.0,0,0,0,0
1455,1,1,0.989,1,1,1,1
1456,0,0,0.0,0,0,0,0
1457,0,0,0.0,0,0,0,0
1458,1,1,0.96,1,1,1,1
1459,1,1,0.765,1,1,1,0
1460,1,1,0.976,1,1,1,1
1461,1,1,0.568,1,0,0,0
1462,0,0,0.0,0,0,0,0
1463,0,0,0.0,0,0,0,0
1464,0,0,0.0,0,0,0,0
1465,1,1,0.993,1,1,1,1
1466,1,1,0.993,1,1,1,1
1467,1,1,0.993,1,1,1,1
1468,1,1,0.94,1,1,1,1
1469,0,0,0.0,0,0,0,0
1470,0,0,0.0,0,0,0,0
1471,0,0,0.0,0,0,0,0
1472,0,0,0.0,0,0,0,0
1473,0,0,0.0,0,0,0,0
1474,0,0,0.0,0,0,0,0
1475,0,0,0.0,0,0,0,0
1476,0,0,0.0,0,0,0,0
1477,0,0,0.0,0,0,0,0
1478,0,0,0.0,0,0,0,0
1479,0,0,0.0,0,0,0,0
1480,0,0,0.0,0,0,0,0
1481,0,0,0.0,0,0,0,0
1482,0,0,0.0,0,0,0,0
1483,0,0,0.0,0,0,0,0
1484,0,0,0.0,0,0,0,0
1485,0,0,0.0,0,0,0,0
1486,0,0,0.0,0,0,0,0
1487,0,0,0.0,0,0,0,0
1488,0,0,0.0,0,0,0,0
1489,0,0,0.0,0,0,0,0
1490,0,0,0.0,0,0,0,0
1491,0,0,0.0,0,0,0,0
1492,0,0,0.0,0,0,0,0
1493,0,0,0.0,0,0,0,0
1494,0,0,0.0,0,0,0,0
1495,0,0,0.0,0,0,0,0
1496,0,0,0.0,0,0,0,0
1497,1,1,0.726,1,1,1,0
1498,1,1,0.585,1,0,0,0
1499,0,0,0.0,0,0,0,0
1500,0,0,0.0,0,0,0,0
1501,0,0,0.0,0,0,0,0
1502,0,0,0.0,0,0,0,0
1503,1,1,0.951,1,1,1,1
1504,1,1,0.951,1,1,1,1
1505,1,1,0.99,1,1,1,1
1506,0,0,0.0,0,0,0,0
1507,1,1,0.979,1,1,1,1
1508,0,0,0.0,0,0,0,0
1509,0,1,0.55,1,0,0,0
1510,1,1,0.992,1,1,1,1
1511,0,0,0.0,0,0,0,0
1512,0,0,0.0,0,0,0,0
1513,0,1,0.99,1,1,1,1
1514,0,1,0.979,1,1,1,1
1515,0,1,0.978,1,1,1,1
1516,0,1,0.974,1,1,1,1
1517,0,1,0.972,1,1,1,1
